id,age,gender,sign_up_method,payment_method,no_of_devices
68323,71,M,Email,Debit card,3
68324,81,M,Facebook,Credit card,1
68325,65,M,Facebook,Credit card,3
68326,68,F,Email,Debit card,3
68327,54,F,Facebook,PayPal,1
68328,35,M,Google,PayPal,2
68329,66,M,Google,PayPal,3
68330,29,F,Facebook,PayPal,4
68331,38,M,Facebook,PayPal,1
68332,68,F,Google,PayPal,4
68333,45,F,Facebook,Debit card,4
68334,61,M,Facebook,Credit card,2
68335,66,M,Facebook,PayPal,4
68336,63,M,Email,PayPal,1
68337,69,M,Facebook,Debit card,4
68338,79,M,Google,PayPal,1
68339,21,F,Email,Credit card,1
68340,81,F,Google,Credit card,1
68341,75,F,Facebook,PayPal,2
68342,39,M,Email,Credit card,1
68343,78,M,Google,PayPal,3
68344,18,F,Email,PayPal,2
68345,41,F,Facebook,Debit card,2
68346,72,F,Email,Credit card,1
68347,78,F,Email,PayPal,1
68348,63,M,Facebook,Credit card,4
68349,64,F,Facebook,Debit card,3
68350,28,M,Facebook,Debit card,3
68351,67,F,Facebook,PayPal,1
68352,52,M,Google,Debit card,3
68353,27,F,Google,Credit card,1
68354,56,F,Facebook,PayPal,4
68355,24,F,Google,Credit card,2
68356,55,M,Email,PayPal,4
68357,76,F,Facebook,PayPal,1
68358,27,M,Google,Debit card,3
68359,63,F,Google,Debit card,4
68360,81,M,Email,Debit card,3
68361,64,M,Google,Credit card,4
68362,51,M,Google,Debit card,3
68363,29,M,Google,Credit card,4
68364,79,F,Google,PayPal,1
68365,73,F,Google,PayPal,4
68366,43,M,Email,PayPal,4
68367,49,M,Google,Credit card,1
68368,79,F,Google,PayPal,4
68369,52,M,Email,Debit card,1
68370,24,F,Google,Debit card,3
68371,79,F,Email,PayPal,2
68372,28,F,Facebook,Debit card,1
68373,42,M,Facebook,Credit card,2
68374,42,F,Email,Credit card,4
68375,56,F,Email,PayPal,1
68376,55,F,Email,Credit card,2
68377,28,M,Google,Credit card,2
68378,54,M,Email,PayPal,3
68379,23,F,Google,PayPal,1
68380,42,F,Facebook,PayPal,4
68381,43,F,Email,Debit card,3
68382,24,M,Google,PayPal,2
68383,22,F,Facebook,Debit card,4
68384,64,F,Google,Debit card,3
68385,36,M,Email,PayPal,3
68386,72,F,Google,Credit card,1
68387,50,M,Facebook,Debit card,4
68388,62,F,Email,PayPal,4
68389,31,M,Google,PayPal,3
68390,40,M,Email,Credit card,4
68391,70,M,Email,Debit card,4
68392,76,M,Email,PayPal,4
68393,78,M,Facebook,Debit card,4
68394,37,F,Email,Credit card,3
68395,46,F,Google,Debit card,1
68396,31,F,Facebook,PayPal,2
68397,25,F,Facebook,Debit card,1
68398,80,F,Email,Debit card,4
68399,75,M,Email,Debit card,1
68400,59,F,Google,Debit card,4
68401,38,M,Email,Credit card,1
68402,41,M,Google,Debit card,1
68403,59,M,Facebook,Debit card,2
68404,64,M,Email,Credit card,3
68405,70,F,Email,PayPal,2
68406,34,M,Facebook,Debit card,3
68407,40,F,Email,PayPal,3
68408,77,M,Email,Debit card,2
68409,56,M,Email,Credit card,4
68410,74,F,Email,Credit card,4
68411,23,F,Email,Debit card,3
68412,69,F,Facebook,PayPal,2
68413,41,F,Email,Credit card,4
68414,51,M,Facebook,Credit card,2
68415,23,M,Google,PayPal,3
68416,26,M,Email,Debit card,2
68417,73,F,Email,Debit card,4
68418,19,M,Facebook,Credit card,4
68419,46,F,Facebook,PayPal,2
68420,42,F,Email,PayPal,1
68421,39,F,Email,PayPal,2
68422,33,M,Google,PayPal,4
68423,78,F,Email,Debit card,2
68424,64,M,Email,PayPal,3
68425,76,F,Google,PayPal,4
68426,41,F,Email,Credit card,1
68427,39,F,Google,Credit card,1
68428,32,M,Google,PayPal,1
68429,31,F,Google,PayPal,4
68430,23,F,Facebook,Credit card,3
68431,62,M,Email,Credit card,2
68432,32,M,Facebook,Credit card,3
68433,41,F,Email,Debit card,3
68434,71,M,Email,Debit card,2
68435,61,F,Google,Credit card,4
68436,43,F,Facebook,Debit card,2
68437,30,M,Google,PayPal,2
68438,22,M,Email,PayPal,1
68439,35,M,Email,Credit card,2
68440,66,F,Google,Debit card,2
68441,65,F,Facebook,Credit card,3
68442,70,M,Google,Credit card,2
68443,81,M,Facebook,PayPal,1
68444,23,M,Google,PayPal,1
68445,22,M,Email,Credit card,1
68446,59,F,Email,PayPal,4
68447,50,F,Facebook,Debit card,4
68448,34,M,Facebook,Credit card,4
68449,77,F,Email,PayPal,2
68450,59,F,Facebook,PayPal,3
68451,29,F,Facebook,Credit card,2
68452,77,F,Facebook,Credit card,4
68453,58,F,Email,Debit card,2
68454,44,F,Email,Credit card,2
68455,71,M,Email,Debit card,4
68456,37,F,Email,PayPal,3
68457,28,F,Google,Debit card,4
68458,64,M,Facebook,Debit card,2
68459,34,M,Facebook,Credit card,4
68460,58,M,Facebook,Credit card,4
68461,42,F,Facebook,PayPal,3
68462,80,M,Email,Credit card,3
68463,71,M,Google,Credit card,4
68464,37,F,Google,Credit card,4
68465,22,M,Facebook,Debit card,3
68466,34,F,Facebook,Credit card,4
68467,24,F,Google,Credit card,3
68468,70,F,Facebook,PayPal,1
68469,55,F,Email,PayPal,1
68470,70,F,Facebook,Credit card,4
68471,48,M,Google,Credit card,1
68472,52,F,Facebook,Credit card,4
68473,74,F,Google,Debit card,1
68474,50,M,Email,Credit card,2
68475,63,F,Email,Credit card,2
68476,61,F,Email,Credit card,1
68477,31,M,Email,PayPal,3
68478,66,F,Email,PayPal,3
68479,29,M,Email,PayPal,1
68480,21,M,Email,Credit card,1
68481,57,M,Email,PayPal,1
68482,51,M,Email,Credit card,4
68483,71,M,Google,Debit card,1
68484,32,M,Google,Credit card,2
68485,23,M,Google,Credit card,1
68486,80,M,Facebook,Debit card,1
68487,38,M,Email,Debit card,1
68488,33,F,Google,Debit card,1
68489,22,M,Facebook,Debit card,2
68490,78,F,Google,PayPal,4
68491,21,M,Facebook,PayPal,4
68492,46,F,Google,Debit card,3
68493,46,F,Email,PayPal,1
68494,64,M,Facebook,Debit card,1
68495,57,F,Facebook,Debit card,3
68496,67,F,Facebook,PayPal,4
68497,35,M,Google,PayPal,4
68498,34,F,Email,Debit card,3
68499,64,F,Google,Credit card,1
68500,81,F,Email,Debit card,4
68501,63,M,Facebook,Debit card,3
68502,20,M,Facebook,PayPal,3
68503,51,M,Email,Credit card,1
68504,67,M,Email,Credit card,3
68505,40,M,Email,Credit card,2
68506,29,M,Google,PayPal,4
68507,54,F,Facebook,Credit card,3
68508,26,M,Google,PayPal,2
68509,45,M,Google,Debit card,3
68510,58,M,Email,Credit card,2
68511,53,M,Google,PayPal,3
68512,80,F,Facebook,Credit card,1
68513,66,M,Email,Debit card,4
68514,22,F,Facebook,Debit card,4
68515,43,F,Email,Credit card,1
68516,44,M,Google,PayPal,2
68517,61,M,Facebook,Credit card,2
68518,80,F,Google,PayPal,1
68519,22,M,Google,Credit card,1
68520,37,M,Email,PayPal,1
68521,27,M,Facebook,PayPal,2
68522,68,F,Email,PayPal,4
68523,33,M,Facebook,Credit card,4
68524,43,M,Google,PayPal,1
68525,27,F,Facebook,PayPal,4
68526,53,F,Email,PayPal,3
68527,36,F,Email,PayPal,4
68528,74,M,Facebook,PayPal,1
68529,53,M,Google,Debit card,3
68530,31,M,Facebook,Debit card,1
68531,29,M,Google,Credit card,1
68532,80,F,Facebook,Debit card,4
68533,51,M,Email,Credit card,4
68534,22,M,Facebook,Debit card,3
68535,31,M,Google,PayPal,2
68536,53,F,Google,PayPal,1
68537,54,F,Email,Credit card,4
68538,67,F,Facebook,PayPal,4
68539,50,F,Email,PayPal,3
68540,65,F,Google,PayPal,2
68541,44,M,Facebook,Credit card,3
68542,81,F,Facebook,PayPal,4
68543,33,F,Facebook,Debit card,2
68544,68,M,Google,Debit card,2
68545,43,F,Facebook,PayPal,2
68546,27,F,Email,Debit card,2
68547,18,M,Google,Debit card,3
68548,66,F,Email,Credit card,2
68549,76,F,Google,Credit card,1
68550,52,M,Facebook,PayPal,4
68551,59,F,Email,Debit card,2
68552,67,M,Facebook,Debit card,2
68553,68,M,Google,Credit card,2
68554,28,F,Email,PayPal,3
68555,59,F,Google,Credit card,4
68556,69,M,Google,PayPal,4
68557,25,F,Facebook,Credit card,4
68558,67,F,Google,PayPal,3
68559,31,F,Facebook,Debit card,3
68560,38,M,Google,Debit card,2
68561,43,M,Email,Debit card,3
68562,66,F,Facebook,PayPal,1
68563,54,F,Google,Credit card,1
68564,62,F,Email,Credit card,3
68565,43,F,Facebook,PayPal,1
68566,43,F,Email,Credit card,2
68567,56,M,Facebook,Debit card,4
68568,71,F,Email,Credit card,3
68569,73,M,Facebook,Credit card,4
68570,48,F,Email,Debit card,4
68571,74,M,Facebook,Credit card,1
68572,73,M,Email,Credit card,4
68573,51,F,Google,Debit card,1
68574,75,M,Google,PayPal,4
68575,27,F,Facebook,PayPal,4
68576,58,F,Google,Debit card,1
68577,78,F,Email,Debit card,2
68578,64,M,Email,PayPal,2
68579,74,M,Facebook,Debit card,2
68580,62,M,Facebook,PayPal,1
68581,77,F,Email,Debit card,4
68582,37,M,Email,Credit card,3
68583,45,F,Facebook,PayPal,2
68584,72,F,Facebook,Credit card,4
68585,78,F,Facebook,Credit card,1
68586,74,M,Email,Debit card,4
68587,68,M,Facebook,Credit card,2
68588,80,F,Email,Credit card,3
68589,56,M,Email,Credit card,2
68590,41,M,Facebook,Debit card,2
68591,57,F,Google,Credit card,4
68592,21,F,Facebook,Debit card,2
68593,62,M,Facebook,Credit card,3
68594,34,M,Google,Credit card,4
68595,76,M,Google,Credit card,3
68596,47,F,Facebook,Credit card,3
68597,41,M,Google,PayPal,2
68598,44,F,Facebook,Credit card,2
68599,62,M,Google,Credit card,1
68600,55,M,Facebook,Debit card,3
68601,45,F,Facebook,Credit card,2
68602,59,M,Email,Debit card,2
68603,76,M,Facebook,PayPal,2
68604,50,F,Google,PayPal,4
68605,26,M,Google,PayPal,3
68606,41,F,Email,PayPal,3
68607,74,F,Google,PayPal,2
68608,28,F,Email,PayPal,4
68609,40,F,Google,Credit card,4
68610,81,M,Email,PayPal,1
68611,81,M,Google,Debit card,2
68612,31,M,Google,Credit card,4
68613,39,F,Google,PayPal,4
68614,48,F,Google,PayPal,3
68615,46,F,Facebook,PayPal,2
68616,74,F,Facebook,Debit card,4
68617,70,M,Email,Credit card,3
68618,68,F,Facebook,Debit card,2
68619,22,F,Email,PayPal,2
68620,56,F,Email,Credit card,3
68621,32,F,Email,Debit card,3
68622,32,F,Google,Debit card,4
68623,24,M,Facebook,Debit card,1
68624,33,M,Email,Debit card,3
68625,32,F,Google,Debit card,4
68626,78,F,Email,Credit card,3
68627,58,F,Facebook,PayPal,1
68628,53,F,Google,Debit card,3
68629,30,F,Facebook,Credit card,3
68630,64,M,Email,Credit card,1
68631,31,M,Facebook,Credit card,4
68632,72,F,Email,Credit card,2
68633,27,F,Email,Credit card,4
68634,80,F,Facebook,Debit card,2
68635,42,F,Email,Credit card,4
68636,43,M,Facebook,Debit card,4
68637,74,F,Google,Credit card,1
68638,65,M,Facebook,Credit card,1
68639,59,M,Google,Credit card,3
68640,42,F,Google,Debit card,4
68641,79,M,Email,PayPal,4
68642,52,M,Facebook,PayPal,1
68643,20,M,Google,Credit card,1
68644,23,M,Google,Debit card,1
68645,65,F,Email,Debit card,4
68646,65,F,Facebook,PayPal,1
68647,36,M,Google,Debit card,4
68648,18,F,Email,PayPal,4
68649,40,M,Email,PayPal,2
68650,66,F,Email,Credit card,4
68651,21,M,Email,Credit card,2
68652,54,F,Google,Credit card,4
68653,41,M,Email,Credit card,2
68654,38,M,Facebook,PayPal,3
68655,38,M,Email,Debit card,4
68656,38,M,Google,PayPal,1
68657,47,F,Facebook,Debit card,2
68658,81,M,Facebook,PayPal,1
68659,58,F,Facebook,Debit card,1
68660,23,F,Email,Credit card,3
68661,53,F,Facebook,PayPal,1
68662,63,F,Email,Debit card,3
68663,61,F,Facebook,Debit card,1
68664,68,M,Email,PayPal,4
68665,68,M,Email,Credit card,1
68666,79,M,Google,Debit card,3
68667,38,M,Email,Debit card,1
68668,75,F,Google,PayPal,1
68669,39,M,Facebook,Credit card,3
68670,29,F,Email,Debit card,1
68671,36,F,Facebook,PayPal,3
68672,45,M,Facebook,PayPal,3
68673,21,F,Facebook,Debit card,1
68674,62,M,Google,Debit card,3
68675,80,F,Google,Debit card,2
68676,31,M,Google,Debit card,2
68677,20,F,Email,Debit card,4
68678,81,M,Facebook,Debit card,4
68679,55,M,Facebook,Debit card,3
68680,50,M,Email,Credit card,1
68681,56,M,Facebook,Credit card,1
68682,56,M,Facebook,PayPal,1
68683,81,F,Email,Credit card,1
68684,70,M,Google,Credit card,4
68685,39,F,Google,Debit card,1
68686,39,M,Google,Debit card,3
68687,81,F,Facebook,Credit card,4
68688,40,F,Facebook,Debit card,3
68689,50,F,Facebook,Debit card,3
68690,30,F,Email,PayPal,1
68691,25,F,Email,Debit card,1
68692,20,F,Facebook,Credit card,4
68693,50,M,Google,PayPal,3
68694,57,F,Google,PayPal,3
68695,52,M,Facebook,Credit card,2
68696,50,M,Email,Debit card,2
68697,71,F,Email,Debit card,4
68698,33,M,Google,PayPal,1
68699,45,F,Email,PayPal,3
68700,63,M,Google,Credit card,3
68701,29,M,Email,Debit card,3
68702,34,M,Email,Debit card,3
68703,23,F,Email,Credit card,1
68704,49,M,Email,Debit card,1
68705,59,M,Google,PayPal,3
68706,33,M,Google,PayPal,3
68707,43,M,Email,Debit card,4
68708,67,F,Facebook,PayPal,3
68709,71,M,Facebook,PayPal,2
68710,70,F,Email,PayPal,4
68711,38,M,Google,PayPal,3
68712,32,M,Google,PayPal,3
68713,46,M,Google,Debit card,1
68714,34,F,Google,PayPal,3
68715,45,F,Facebook,Debit card,2
68716,70,M,Email,Debit card,2
68717,78,F,Facebook,PayPal,2
68718,80,M,Google,PayPal,2
68719,62,F,Google,PayPal,2
68720,78,M,Google,PayPal,4
68721,79,M,Facebook,PayPal,4
68722,40,F,Email,Debit card,3
68723,55,M,Facebook,Debit card,1
68724,60,F,Google,Credit card,1
68725,48,M,Email,Credit card,4
68726,46,F,Facebook,Credit card,3
68727,48,F,Facebook,Credit card,2
68728,80,M,Google,Debit card,2
68729,74,F,Google,Debit card,2
68730,49,F,Google,PayPal,4
68731,76,M,Google,Debit card,3
68732,55,M,Email,PayPal,3
68733,18,F,Google,Debit card,3
68734,31,M,Google,Credit card,1
68735,79,F,Google,Debit card,3
68736,48,M,Google,Debit card,1
68737,24,F,Google,PayPal,1
68738,78,F,Google,PayPal,3
68739,67,F,Facebook,Debit card,1
68740,70,F,Email,Debit card,2
68741,51,M,Facebook,PayPal,1
68742,23,F,Facebook,Credit card,2
68743,34,F,Email,PayPal,2
68744,25,M,Facebook,Credit card,1
68745,37,M,Google,Debit card,3
68746,76,F,Facebook,PayPal,4
68747,21,F,Facebook,PayPal,3
68748,26,M,Facebook,Debit card,2
68749,26,M,Facebook,Credit card,3
68750,51,F,Facebook,PayPal,1
68751,54,M,Facebook,PayPal,3
68752,79,F,Google,PayPal,2
68753,42,F,Google,PayPal,4
68754,24,M,Email,PayPal,3
68755,80,F,Google,Debit card,1
68756,57,M,Facebook,PayPal,4
68757,77,M,Facebook,Debit card,2
68758,70,M,Facebook,Debit card,1
68759,29,F,Facebook,PayPal,4
68760,39,M,Google,Debit card,1
68761,41,M,Facebook,Debit card,3
68762,49,F,Facebook,Credit card,1
68763,41,M,Facebook,Credit card,2
68764,42,M,Google,Credit card,4
68765,67,F,Facebook,Debit card,3
68766,76,M,Google,PayPal,2
68767,76,F,Google,Credit card,2
68768,33,F,Facebook,Debit card,2
68769,23,M,Email,PayPal,1
68770,46,F,Google,Debit card,3
68771,78,M,Email,Debit card,4
68772,62,F,Google,Credit card,1
68773,52,F,Facebook,Debit card,4
68774,51,M,Facebook,Debit card,3
68775,74,M,Email,PayPal,1
68776,63,F,Email,Credit card,4
68777,53,M,Google,Credit card,2
68778,40,F,Google,Debit card,2
68779,76,M,Email,Credit card,1
68780,50,M,Facebook,Debit card,4
68781,58,M,Google,Credit card,2
68782,30,M,Facebook,Credit card,3
68783,57,F,Google,PayPal,2
68784,77,F,Facebook,PayPal,4
68785,81,M,Email,PayPal,4
68786,72,F,Facebook,Debit card,1
68787,49,M,Google,Credit card,1
68788,48,M,Facebook,PayPal,2
68789,20,M,Google,Debit card,1
68790,71,F,Facebook,Debit card,3
68791,26,F,Email,PayPal,4
68792,79,M,Google,Debit card,4
68793,50,F,Email,Debit card,2
68794,23,F,Google,PayPal,2
68795,21,F,Google,PayPal,3
68796,33,M,Facebook,Debit card,4
68797,62,M,Facebook,Debit card,3
68798,31,F,Google,Credit card,4
68799,44,M,Google,PayPal,1
68800,18,M,Google,PayPal,4
68801,25,F,Google,Debit card,3
68802,62,F,Facebook,Debit card,3
68803,63,F,Google,Debit card,2
68804,66,M,Google,Credit card,2
68805,54,F,Facebook,PayPal,1
68806,35,M,Google,Credit card,4
68807,30,M,Google,Credit card,2
68808,47,F,Email,PayPal,4
68809,60,M,Google,Debit card,1
68810,30,F,Facebook,PayPal,3
68811,51,M,Google,PayPal,2
68812,38,F,Google,PayPal,1
68813,37,F,Facebook,Credit card,2
68814,67,M,Google,Credit card,2
68815,21,F,Facebook,PayPal,1
68816,18,M,Google,Credit card,1
68817,36,M,Facebook,Credit card,3
68818,25,M,Facebook,Debit card,3
68819,27,M,Google,Debit card,4
68820,23,M,Google,Debit card,3
68821,25,F,Facebook,Credit card,1
68822,53,M,Email,Debit card,2
68823,75,M,Google,PayPal,2
68824,36,M,Email,PayPal,4
68825,19,M,Email,PayPal,1
68826,78,F,Email,PayPal,4
68827,51,M,Facebook,Debit card,4
68828,75,F,Email,Credit card,2
68829,47,F,Facebook,PayPal,4
68830,39,F,Google,PayPal,3
68831,23,F,Facebook,Credit card,2
68832,73,M,Facebook,Debit card,2
68833,73,M,Google,PayPal,3
68834,53,M,Google,PayPal,3
68835,78,F,Facebook,Debit card,1
68836,41,M,Email,Credit card,3
68837,41,M,Google,Credit card,3
68838,73,M,Google,Debit card,3
68839,48,M,Email,Debit card,4
68840,39,F,Email,Debit card,4
68841,27,M,Google,Debit card,3
68842,22,M,Google,Debit card,3
68843,47,F,Email,Credit card,2
68844,75,M,Facebook,Credit card,1
68845,32,F,Google,PayPal,1
68846,21,F,Google,Debit card,4
68847,62,F,Facebook,Debit card,1
68848,76,M,Email,Credit card,3
68849,24,F,Google,Credit card,3
68850,73,F,Facebook,Debit card,3
68851,30,F,Email,Credit card,4
68852,38,M,Google,Debit card,2
68853,54,M,Email,Debit card,1
68854,59,M,Facebook,Credit card,4
68855,22,F,Email,PayPal,1
68856,62,M,Email,Credit card,2
68857,23,F,Google,Debit card,4
68858,57,F,Google,Debit card,3
68859,34,M,Facebook,Debit card,4
68860,41,F,Email,Debit card,1
68861,47,M,Email,PayPal,1
68862,49,F,Facebook,PayPal,3
68863,60,M,Google,PayPal,3
68864,36,F,Email,Debit card,4
68865,49,M,Google,Debit card,1
68866,19,M,Google,PayPal,1
68867,22,F,Facebook,PayPal,1
68868,76,M,Email,Credit card,2
68869,48,M,Facebook,Credit card,1
68870,64,M,Email,Debit card,3
68871,60,F,Email,Credit card,2
68872,24,F,Facebook,PayPal,2
68873,58,M,Google,PayPal,1
68874,58,F,Google,Credit card,1
68875,80,F,Facebook,Debit card,3
68876,62,F,Email,Credit card,1
68877,46,F,Google,Debit card,4
68878,34,M,Facebook,PayPal,2
68879,36,F,Facebook,Debit card,1
68880,35,F,Google,Debit card,4
68881,73,F,Email,PayPal,1
68882,45,F,Email,Debit card,2
68883,63,M,Email,PayPal,4
68884,50,M,Google,Debit card,2
68885,75,M,Email,Debit card,3
68886,42,M,Google,Debit card,3
68887,35,M,Facebook,Credit card,2
68888,39,F,Google,Credit card,1
68889,54,F,Email,Debit card,2
68890,71,M,Google,Credit card,2
68891,40,M,Google,Credit card,3
68892,40,M,Google,Debit card,4
68893,37,F,Email,PayPal,2
68894,77,F,Google,Debit card,4
68895,30,M,Facebook,Debit card,4
68896,26,F,Email,PayPal,4
68897,50,F,Google,Credit card,1
68898,75,M,Email,PayPal,1
68899,43,F,Google,PayPal,3
68900,45,F,Email,Credit card,4
68901,52,F,Google,PayPal,2
68902,58,F,Google,Debit card,4
68903,57,M,Google,PayPal,4
68904,79,F,Facebook,PayPal,1
68905,74,M,Google,Debit card,1
68906,29,F,Google,Credit card,4
68907,54,F,Email,PayPal,3
68908,71,M,Google,Credit card,4
68909,19,M,Google,Credit card,4
68910,49,F,Email,Debit card,4
68911,54,F,Facebook,Credit card,1
68912,63,M,Email,PayPal,3
68913,51,F,Google,Debit card,1
68914,73,M,Google,Debit card,3
68915,66,F,Email,PayPal,4
68916,41,M,Google,Credit card,2
68917,76,M,Email,Debit card,1
68918,67,F,Google,PayPal,3
68919,63,M,Email,Credit card,4
68920,78,F,Facebook,PayPal,1
68921,62,M,Facebook,PayPal,4
68922,81,M,Email,Credit card,3
68923,67,M,Email,PayPal,4
68924,63,M,Google,Credit card,2
68925,31,M,Email,Credit card,1
68926,37,M,Email,PayPal,1
68927,33,M,Facebook,Credit card,1
68928,67,F,Facebook,Debit card,2
68929,54,M,Facebook,PayPal,4
68930,60,M,Email,Debit card,3
68931,18,F,Facebook,PayPal,2
68932,23,M,Facebook,Credit card,3
68933,69,F,Facebook,Debit card,1
68934,44,M,Email,Debit card,4
68935,48,M,Google,Debit card,2
68936,28,F,Google,PayPal,3
68937,33,M,Email,PayPal,1
68938,49,M,Facebook,Credit card,4
68939,74,M,Google,Debit card,1
68940,54,M,Facebook,Credit card,2
68941,55,F,Facebook,Debit card,4
68942,28,F,Facebook,Credit card,2
68943,57,F,Google,Credit card,2
68944,34,F,Facebook,PayPal,4
68945,70,F,Google,PayPal,2
68946,78,F,Facebook,Credit card,3
68947,35,F,Facebook,Credit card,2
68948,54,M,Facebook,Debit card,3
68949,35,M,Facebook,PayPal,4
68950,53,M,Google,Debit card,2
68951,35,M,Facebook,Debit card,3
68952,74,F,Facebook,PayPal,3
68953,25,F,Google,PayPal,3
68954,35,M,Facebook,Debit card,2
68955,54,M,Google,Debit card,2
68956,33,F,Email,PayPal,3
68957,35,M,Google,PayPal,2
68958,30,F,Google,Debit card,2
68959,64,M,Facebook,PayPal,2
68960,81,M,Google,Debit card,1
68961,37,F,Email,PayPal,2
68962,61,M,Facebook,Debit card,3
68963,27,F,Email,Debit card,4
68964,36,F,Email,Credit card,3
68965,29,M,Google,Credit card,3
68966,40,M,Email,Debit card,2
68967,29,F,Facebook,Credit card,2
68968,31,F,Email,Credit card,3
68969,52,F,Google,Debit card,3
68970,72,M,Email,Debit card,4
68971,62,M,Google,PayPal,4
68972,26,M,Email,Debit card,2
68973,29,M,Facebook,PayPal,4
68974,70,M,Facebook,Credit card,1
68975,55,M,Google,Debit card,2
68976,64,F,Facebook,Credit card,3
68977,18,F,Facebook,Debit card,3
68978,65,M,Google,Debit card,3
68979,41,M,Facebook,Debit card,1
68980,27,M,Facebook,PayPal,3
68981,80,F,Email,Debit card,2
68982,62,M,Google,Debit card,1
68983,70,F,Google,Debit card,4
68984,44,F,Email,PayPal,4
68985,80,F,Google,Debit card,1
68986,74,F,Google,Debit card,4
68987,53,M,Email,PayPal,1
68988,47,M,Google,Debit card,1
68989,50,M,Email,PayPal,1
68990,41,F,Google,Debit card,4
68991,81,M,Facebook,Debit card,4
68992,43,F,Email,Credit card,1
68993,21,M,Facebook,Credit card,4
68994,48,M,Google,PayPal,2
68995,46,F,Email,Debit card,3
68996,56,F,Facebook,Debit card,2
68997,61,F,Google,Debit card,4
68998,37,F,Email,PayPal,1
68999,73,F,Google,Credit card,2
69000,58,F,Email,Debit card,4
69001,22,M,Email,Credit card,2
69002,68,F,Google,Credit card,3
69003,25,F,Google,PayPal,2
69004,74,M,Facebook,PayPal,1
69005,56,F,Facebook,Debit card,3
69006,26,M,Google,PayPal,3
69007,67,M,Email,PayPal,2
69008,50,M,Email,Debit card,2
69009,35,M,Email,Debit card,4
69010,23,M,Email,Credit card,1
69011,80,M,Email,PayPal,4
69012,58,M,Facebook,Debit card,3
69013,22,M,Facebook,Debit card,2
